,carat,cut,color,clarity,depth,table,x,y,z,clarity_num,color_num,cut_num,price_predicted
2410,1.83,Fair,J,I1,70.0,58.0,7.34,7.28,5.12,1,7,5,5439.281768480876
2411,0.71,Ideal,F,VS2,61.6,56.0,5.74,5.77,3.54,4,3,1,3041.310002955068
2412,1.0,Ideal,E,SI2,62.0,57.0,6.37,6.41,3.96,2,2,1,4598.018193768046
2413,2.0,Very Good,H,SI1,63.3,59.0,8.02,8.0,5.07,3,5,3,14933.039417864738
2414,2.03,Premium,G,SI1,61.9,59.0,8.14,8.09,5.02,3,4,2,16165.034320368373
2415,1.0,Fair,F,SI2,65.5,54.0,6.2,6.16,4.05,2,3,5,4045.731060658337
2416,0.9,Very Good,G,SI1,62.9,56.0,6.11,6.17,3.86,3,4,3,3809.1093742138783
2417,0.41,Ideal,F,VVS2,61.2,56.0,4.78,4.8,2.93,6,3,1,1277.1434114323201
2418,0.41,Ideal,F,VVS1,61.8,57.0,4.75,4.79,2.95,7,3,1,1455.1103459152346
2419,1.51,Premium,F,VS2,61.6,58.0,7.32,7.35,4.52,4,3,2,13600.86579517314
2420,1.16,Very Good,H,SI2,63.2,57.0,6.66,6.7,4.22,2,5,3,5146.3172427005975
2421,0.54,Ideal,G,VS1,61.8,56.0,5.21,5.26,3.24,5,4,1,2109.704902590094
2422,1.54,Very Good,D,SI1,63.0,59.0,7.31,7.35,4.62,3,1,3,11587.520521768307
2423,2.07,Premium,H,SI1,61.1,58.0,8.27,8.2,5.03,3,5,2,15572.787506651122
2424,0.41,Ideal,J,VVS1,62.0,57.0,4.79,4.73,2.95,7,7,1,913.5524351284712
2425,1.54,Ideal,F,VS1,60.5,56.0,7.52,7.49,4.54,5,3,1,15101.52693696565
2426,0.42,Premium,F,VS1,61.8,59.0,4.83,4.81,2.98,5,3,2,823.012526635488
2427,1.12,Premium,G,I1,60.4,59.0,6.71,6.67,0.0,1,4,2,3720.564197696667
2428,1.0,Ideal,G,VVS2,62.8,53.9,6.37,6.42,4.02,6,4,1,7059.431030786872
2429,1.01,Premium,I,VVS1,62.0,59.0,6.39,6.32,3.94,7,6,2,5553.627700577313
2430,1.7,Good,I,I1,63.6,58.0,7.52,7.48,4.77,1,6,4,5365.458690525753
2431,0.31,Ideal,F,VVS1,60.6,56.0,4.44,4.41,2.68,7,3,1,802.6678128914027
2432,0.3,Very Good,F,IF,62.5,56.0,4.27,4.3,2.68,8,3,3,589.4711290659725
2433,1.16,Ideal,J,SI1,60.7,57.0,6.83,6.77,4.13,3,7,1,4535.157534945873
2434,0.3,Premium,E,VS2,59.1,58.0,4.37,4.39,2.59,4,2,2,656.9620994954203
2435,1.0,Very Good,E,VVS2,61.7,55.0,6.38,6.42,3.95,6,2,3,8591.54896029212
2436,0.94,Fair,H,SI1,68.4,53.0,6.05,5.97,4.11,3,5,5,3666.4556606311426
2437,0.5,Ideal,I,VS2,62.4,55.0,5.09,5.11,3.18,4,6,1,901.9613416060329
2438,1.2,Ideal,E,SI2,62.0,57.0,6.8,6.82,4.22,2,2,1,6262.144585638151
2439,0.4,Very Good,G,VVS1,60.9,57.0,4.76,4.8,2.91,7,4,3,904.1278163472834
2440,0.62,Ideal,D,SI1,60.8,59.0,5.48,5.5,3.34,3,1,1,2300.2067977067545
2441,1.02,Good,G,VS2,63.7,57.0,6.24,6.31,4.0,4,4,4,6312.560835958793
2442,0.96,Very Good,I,SI2,62.7,58.0,6.2,6.24,3.9,2,6,3,3470.9645298841124
2443,1.51,Very Good,F,VS1,59.6,63.0,7.34,7.43,4.4,5,3,3,15099.118899275905
2444,0.7,Ideal,F,SI1,60.7,57.0,5.73,5.75,3.49,3,3,1,2495.1849800661166
2445,0.52,Ideal,D,SI2,61.7,55.0,5.17,5.2,3.2,2,1,1,1329.096578349412
2446,0.4,Premium,G,SI1,59.3,59.0,4.82,4.8,2.85,3,4,2,738.7434259868205
2447,0.5,Ideal,E,VS2,62.9,54.0,5.14,5.1,3.22,4,2,1,1265.6674986976668
2448,1.25,Ideal,I,SI2,61.4,55.0,6.92,6.99,4.27,2,6,1,6104.943496349368
2449,0.91,Very Good,G,VS2,62.3,59.0,6.13,6.17,3.83,4,4,3,5121.1440655376455
2450,0.44,Ideal,I,VS1,61.1,56.0,4.92,4.96,3.02,5,6,1,858.9859780869374
2451,0.42,Very Good,E,SI1,62.3,58.0,4.76,4.81,2.98,3,2,3,825.4405430970492
2452,1.29,Ideal,G,VS2,61.3,57.0,6.99,7.07,4.31,4,4,1,9362.582693911496
2453,1.12,Ideal,F,VS1,61.8,56.0,6.67,6.69,4.13,5,3,1,8620.968855838246
2454,0.6,Ideal,G,VS1,62.2,55.0,5.41,5.45,3.38,5,4,1,2567.6163018774896
2455,0.3,Very Good,E,SI1,63.2,57.0,4.3,4.25,2.7,3,2,3,489.3706447900222
2456,0.31,Premium,H,SI1,62.3,55.0,4.36,4.34,2.71,3,5,2,388.5707800394812
2457,1.71,Premium,G,VS1,62.7,58.0,7.66,7.62,4.79,5,4,2,14928.204610723358
2458,0.74,Ideal,G,SI1,61.3,57.0,5.81,5.83,3.57,3,4,1,2689.686129623171
2459,0.3,Very Good,F,SI1,63.5,57.0,4.27,4.24,2.7,3,3,3,496.3844194779831
2460,0.71,Good,F,SI2,64.1,60.0,0.0,0.0,0.0,2,3,4,13722.107955049432
2461,0.31,Ideal,D,SI2,61.3,56.0,4.36,4.41,2.69,2,1,1,852.7207267174963
2462,0.32,Premium,G,VS2,61.7,60.0,4.4,4.32,2.69,4,4,2,181.259902123752
2463,1.54,Premium,G,SI1,61.0,59.0,7.43,7.38,4.52,3,4,2,10433.3443354333
2464,1.02,Ideal,J,SI2,61.6,55.0,6.49,6.43,3.98,2,7,1,3523.4373555827215
2465,1.0,Very Good,F,VVS2,62.9,55.0,6.29,6.36,3.98,6,3,3,8078.248637757237
2466,1.0,Premium,D,SI1,62.5,59.0,6.32,6.38,3.97,3,1,2,5625.675251329233
2467,1.01,Ideal,H,VS1,61.5,56.0,6.48,6.43,3.97,5,5,1,5329.268766894322
2468,0.7,Premium,G,VVS2,61.8,58.0,5.67,5.63,3.49,6,4,2,3635.5496425553774
2469,0.29,Ideal,G,VS2,61.6,56.0,4.26,4.29,2.63,4,4,1,233.47570361656017
2470,0.41,Premium,G,VVS1,60.0,59.0,4.84,4.83,2.9,7,4,2,1017.2266307408972
2471,0.35,Ideal,D,SI1,62.3,55.0,4.54,4.51,2.82,3,1,1,755.8448139777156
2472,1.05,Ideal,F,SI1,61.8,57.0,6.51,6.54,4.03,3,3,1,5718.80763705481
2473,0.3,Very Good,H,VVS1,62.2,58.0,4.26,4.29,2.66,7,5,3,684.8650287475066
2474,1.22,Ideal,G,VVS2,60.0,58.0,6.95,6.99,4.18,6,4,1,10231.214692337173
2475,1.01,Very Good,G,SI2,60.8,63.0,6.4,6.36,3.88,2,4,3,3846.6988059842924
2476,1.22,Very Good,E,VS2,59.5,60.0,6.91,7.0,4.14,4,2,3,9141.3280096728
2477,1.03,Very Good,F,SI1,60.6,63.0,6.47,6.5,3.93,3,3,3,5332.6534411893135
2478,1.57,Premium,F,SI1,62.0,58.0,7.47,7.41,4.61,3,3,2,11343.738404383372
2479,0.31,Ideal,F,IF,61.2,57.0,4.35,4.38,2.67,8,3,1,1102.0613514628203
2480,0.42,Ideal,D,SI1,61.9,57.0,4.82,4.77,2.97,3,1,1,1036.3316926886437
2481,0.34,Ideal,E,SI1,63.0,55.0,4.47,4.42,2.8,3,2,1,800.633881981621
2482,1.01,Premium,F,VS2,63.0,58.0,6.43,6.36,4.03,4,3,2,6096.813483491282
2483,0.34,Very Good,E,VS2,62.8,58.0,4.43,4.45,2.79,4,2,3,635.7620877852005
2484,0.4,Ideal,E,SI2,61.2,55.0,4.74,4.77,2.91,2,2,1,944.9918710129823
2485,0.39,Very Good,I,VVS2,63.0,56.0,4.62,4.68,2.93,6,6,3,591.1194872087854
2486,1.57,Ideal,E,VS2,62.3,57.0,7.39,7.44,4.62,4,2,1,14737.20551843054
2487,1.35,Premium,H,VS2,61.5,58.0,7.09,7.15,4.38,4,5,2,8655.701185789261
2488,0.35,Very Good,D,SI1,60.1,61.0,4.56,4.59,2.75,3,1,3,652.0586345267129
2489,2.5,Fair,H,SI2,64.9,58.0,8.46,8.43,5.48,2,5,5,16641.608103019735
2490,0.51,Very Good,G,VS2,62.7,57.0,5.05,5.12,3.19,4,4,3,1446.8250037667249
2491,0.62,Premium,J,VVS2,60.9,58.0,5.5,5.56,3.37,6,7,2,1296.7429971023175
2492,0.56,Ideal,G,SI1,61.5,56.0,5.31,5.32,3.27,3,4,1,1424.509519016492
2493,0.35,Ideal,F,VVS1,61.8,55.0,4.53,4.57,2.81,7,3,1,1006.7456165616932
2494,0.72,Premium,F,VS1,62.2,58.0,5.75,5.7,3.56,5,3,2,3304.0676953969705
2495,1.51,Ideal,I,SI2,61.2,58.0,7.33,7.42,4.51,2,6,1,8500.38769622836
2496,1.01,Good,D,SI2,63.9,57.0,6.29,6.36,4.04,2,1,4,4583.296948664047
2497,1.51,Fair,G,SI2,65.5,55.0,7.14,7.08,4.66,2,4,5,8074.087233352003
2498,0.75,Very Good,H,VVS2,60.6,57.0,5.86,5.89,3.56,6,5,3,3138.198977046686
2499,0.5,Good,D,SI2,61.9,63.0,5.05,5.07,3.13,2,1,4,957.6208721574585
2500,0.36,Ideal,G,VVS2,61.5,55.0,4.58,4.62,2.83,6,4,1,903.6243087926359
2501,0.63,Ideal,F,SI1,62.6,56.0,5.53,5.49,3.45,3,3,1,1829.2394970204805
2502,0.47,Ideal,H,SI2,62.4,53.0,4.98,5.02,3.12,2,5,1,516.2452419476135
2503,1.01,Good,F,SI1,58.8,64.0,6.58,6.51,3.85,3,3,4,4598.4632428722125
2504,1.01,Very Good,G,VS2,63.2,55.0,6.39,6.34,4.02,4,4,3,6015.597891067374
2505,0.9,Ideal,G,SI2,62.7,55.0,6.11,6.17,3.85,2,4,1,4080.0515840066237
2506,1.51,Ideal,I,SI1,61.2,60.0,7.39,7.37,4.52,3,6,1,8793.464006390612
2507,1.0,Good,I,SI1,57.6,61.0,6.56,6.52,3.77,3,6,4,3068.9709094594364
2508,0.31,Premium,I,VS1,62.3,59.0,4.29,4.35,2.69,5,6,2,797.1755050111005
2509,1.63,Premium,I,SI1,61.7,58.0,7.54,7.51,4.64,3,6,2,9942.49762783349
2510,0.4,Very Good,E,VVS2,61.4,56.0,4.74,4.81,2.93,6,2,3,852.2852243695215
2511,0.42,Very Good,G,VS1,60.6,58.0,4.82,4.95,2.96,5,4,3,826.2065499578612
2512,0.7,Premium,H,VS1,61.9,56.0,5.7,5.67,3.52,5,5,2,2451.7029671011514
2513,0.32,Very Good,D,SI1,60.1,60.0,4.38,4.4,2.64,3,1,3,795.773375147879
2514,0.75,Very Good,E,VS2,62.8,55.0,5.77,5.79,3.63,4,2,3,3442.1498119178596
2515,0.32,Ideal,G,IF,61.4,55.0,4.42,4.44,2.72,8,4,1,897.8762997131325
2516,0.25,Ideal,E,VS2,60.6,57.0,4.08,4.11,2.48,4,2,1,854.6013721231993
2517,1.02,Ideal,F,SI2,61.6,56.0,6.52,6.49,4.01,2,3,1,4675.6749473240925
2518,0.4,Premium,D,SI1,61.1,58.0,4.75,4.74,2.9,3,1,2,879.7132640514064
2519,0.48,Good,F,VS1,59.0,60.9,5.09,5.15,3.02,5,3,4,1034.4408955819745
2520,0.31,Ideal,E,VS1,60.1,55.0,4.42,4.53,2.69,5,2,1,444.64663681161437
2521,1.0,Ideal,H,SI2,62.5,54.0,6.32,6.38,3.97,2,5,1,4360.2335254717755
2522,0.9,Premium,I,VS2,61.6,58.0,6.15,6.09,3.77,4,6,2,3445.053481686313
2523,1.02,Very Good,D,SI1,62.7,57.0,6.42,6.5,4.05,3,1,3,5408.867123059052
2524,0.36,Premium,F,VS2,62.0,59.0,4.51,4.56,2.81,4,3,2,907.3326259238238
2525,0.31,Very Good,E,SI1,63.1,57.0,4.31,4.28,2.71,3,2,3,621.84510984386
2526,0.7,Fair,F,VS2,65.5,57.0,5.55,5.41,3.59,4,3,5,2363.764991464275
2527,1.74,Premium,J,VS2,61.9,62.0,7.62,7.54,4.7,4,7,2,10142.740635351884
2528,1.79,Premium,G,VS1,61.7,59.0,7.85,7.74,4.81,5,4,2,15941.246143508637
2529,0.36,Ideal,E,VS1,62.4,55.0,4.61,4.59,2.87,5,2,1,713.1982806914039
2530,1.52,Good,E,I1,57.3,58.0,7.53,7.42,4.28,1,2,4,4831.734365348666
2531,0.94,Premium,E,SI1,62.0,58.0,6.24,6.27,3.88,3,2,2,4724.72951926064
2532,0.33,Ideal,I,SI1,61.5,57.0,4.49,4.46,2.75,3,6,1,468.80193423052697
2533,1.06,Ideal,G,SI2,62.2,55.0,6.56,6.53,4.07,2,4,1,4725.845535206741
2534,0.75,Ideal,E,SI1,62.1,55.0,5.81,5.85,3.62,3,2,1,2993.2458773898634
2535,0.79,Premium,H,VS1,60.0,60.0,6.07,5.99,3.64,5,5,2,2899.1143175713623
2536,0.33,Ideal,E,SI1,59.6,57.0,4.53,4.49,2.69,3,2,1,826.8905648028012
2537,0.82,Ideal,F,SI2,62.4,54.0,5.97,6.02,3.74,2,3,1,3069.464776452136
2538,0.32,Ideal,G,VS1,61.9,55.0,4.4,4.42,2.73,5,4,1,491.805340180912
2539,0.3,Premium,F,VS2,62.2,60.0,4.22,4.27,2.64,4,3,2,979.1901516562648
2540,0.7,Ideal,F,VS2,62.0,56.0,5.71,5.74,3.55,4,3,1,2831.133774032962
2541,1.52,Fair,J,VS1,65.4,58.0,7.22,7.17,4.7,5,7,5,8097.870344613118
2542,0.31,Ideal,G,IF,62.0,54.0,4.36,4.38,2.71,8,4,1,845.2424024778466
2543,0.51,Ideal,D,VS2,61.6,57.0,5.19,5.14,3.18,4,1,1,1576.6715177487677
2544,0.74,Premium,H,VS2,59.9,57.0,5.91,5.87,3.53,4,5,2,2743.417775791887
2545,0.67,Good,F,VS2,58.1,62.0,5.76,5.83,3.36,4,3,4,2308.116330603345
2546,0.32,Ideal,H,VS1,62.1,55.0,4.39,4.4,2.73,5,5,1,754.6600425707911
2547,0.72,Ideal,H,VS1,62.3,55.0,5.72,5.74,3.57,5,5,1,2897.258813215947
2548,0.5,Very Good,E,VS2,62.8,60.0,5.02,5.08,3.17,4,2,3,1261.427895338029
2549,0.86,Ideal,E,SI2,61.8,57.0,6.1,6.13,3.78,2,2,1,3318.1787289548047
2550,0.51,Premium,D,SI1,61.9,60.0,5.15,5.12,3.18,3,1,2,1262.8196684357208
2551,2.0,Fair,I,VS1,58.5,68.0,8.26,8.15,4.8,5,6,5,14965.1141790588
2552,1.79,Very Good,F,VS2,62.8,59.0,7.7,7.8,4.87,4,3,3,17575.30509163013
2553,0.7,Very Good,F,VS2,63.4,56.0,5.69,5.63,3.59,4,3,3,2354.4025391927516
2554,0.7,Very Good,G,VS2,62.2,61.0,5.54,5.59,3.46,4,4,3,3250.401266116839
2555,0.28,Very Good,E,IF,59.6,55.0,4.24,4.31,2.55,8,2,3,881.6232056450062
2556,0.32,Premium,D,SI1,60.8,58.0,4.41,4.44,2.69,3,1,2,719.4350244429297
2557,1.5,Good,I,I1,62.6,63.0,7.19,7.25,4.52,1,6,4,4751.453816513054
2558,0.9,Fair,I,VVS2,60.9,66.0,6.1,6.12,3.72,6,6,5,4067.104615081421
2559,0.41,Premium,I,VVS2,62.4,60.0,4.73,4.7,2.94,6,6,2,828.7234927063237
2560,1.0,Premium,J,SI1,58.7,58.0,6.55,6.51,3.83,3,7,2,3425.728702210633
2561,0.91,Very Good,H,VS2,58.3,59.0,6.35,6.47,3.74,4,5,3,4322.809094712625
2562,1.07,Very Good,J,VVS2,60.0,60.0,6.57,6.59,3.95,6,7,3,4719.309011686984
2563,2.2,Ideal,J,SI1,61.5,57.0,8.41,8.37,5.16,3,7,1,13498.050886946436
2564,1.52,Very Good,D,SI1,60.6,57.8,7.4,7.46,4.51,3,1,3,11373.642025896857
2565,0.31,Ideal,H,VVS2,62.3,55.0,4.36,4.37,2.72,6,5,1,669.2519085763888
2566,0.9,Good,H,SI2,64.1,58.0,6.05,6.02,3.87,2,5,4,2953.7304714771253
2567,0.41,Premium,J,VS1,61.3,59.0,4.78,4.74,2.92,5,7,2,633.2272803054129
2568,1.58,Premium,G,VS2,58.2,58.0,7.68,7.64,4.46,4,4,2,12152.44647890743
2569,0.9,Premium,G,SI1,61.9,59.0,6.18,6.13,3.81,3,4,2,3765.141118496351
2570,1.2,Good,I,SI1,65.0,59.0,6.51,6.57,4.25,3,6,4,6342.62087401437
2571,1.16,Very Good,F,VS2,60.2,63.0,6.79,6.7,4.07,4,3,3,8431.035620790713
2572,0.3,Premium,H,VVS2,62.1,52.0,4.31,4.29,2.67,6,5,2,587.519077893663
2573,0.4,Premium,D,SI1,60.9,60.0,4.74,4.78,2.9,3,1,2,898.8958290206901
2574,0.24,Very Good,F,VVS2,61.4,57.0,4.03,4.06,2.48,6,3,3,420.7153159900754
2575,0.72,Very Good,H,VS1,60.6,63.0,5.83,5.76,3.51,5,5,3,2339.37476757472
2576,0.33,Good,I,VVS2,63.7,56.0,4.4,4.36,2.79,6,6,4,141.76327100782146
2577,0.86,Very Good,E,VS2,62.3,56.0,6.05,6.08,3.78,4,2,3,4654.4927961221765
2578,0.7,Ideal,D,VS1,62.5,57.0,5.65,5.68,3.54,5,1,1,3799.8053243864506
2579,0.52,Ideal,E,SI1,60.1,59.0,5.18,5.23,3.13,3,2,1,1567.3995113644232
2580,0.41,Premium,E,VS1,62.3,59.0,4.76,4.74,2.96,5,2,2,1049.9992449048787
2581,1.06,Ideal,G,VS2,61.8,57.0,6.52,6.56,4.04,4,4,1,6902.324427909143
2582,0.72,Ideal,J,SI1,62.6,56.0,5.67,5.74,3.57,3,7,1,2108.0529889695863
2583,1.54,Ideal,H,SI2,60.9,56.0,7.45,7.43,4.53,2,5,1,8651.071447342914
2584,0.76,Ideal,D,SI1,61.2,57.0,5.88,5.91,3.61,3,1,1,3276.4194765773263
2585,1.01,Very Good,D,VS2,60.4,58.0,6.47,6.57,3.94,4,1,3,6602.989447370375
2586,1.0,Fair,G,VVS2,65.5,54.0,6.3,6.22,4.1,6,4,5,6411.0093925689
2587,2.02,Very Good,H,SI2,59.9,55.0,8.17,8.28,4.93,2,5,3,12396.651449846053
2588,0.32,Very Good,F,VS2,63.2,58.0,4.35,4.32,2.74,4,3,3,505.80400353299774
2589,0.32,Ideal,D,SI1,62.0,57.0,4.4,4.37,2.72,3,1,1,787.510818642957
2590,2.43,Premium,I,SI2,62.2,60.0,8.59,8.53,5.33,2,6,2,15820.035301343074
2591,0.92,Very Good,E,SI1,63.3,57.0,6.22,6.17,3.92,3,2,3,4150.914740197679
2592,0.41,Ideal,J,VS1,62.7,57.0,4.72,4.75,2.97,5,7,1,781.6045907041353
2593,0.38,Premium,H,VS2,60.5,59.0,4.69,4.66,2.83,4,5,2,397.83562849991995
2594,1.71,Very Good,E,SI1,63.4,56.0,7.58,7.5,4.78,3,2,3,13557.744710566061
2595,0.9,Very Good,I,SI1,61.4,55.0,6.19,6.28,3.83,3,6,3,3039.283258779511
2596,0.43,Very Good,F,VS1,63.4,57.0,4.8,4.76,3.03,5,3,3,757.5358652111317
2597,0.7,Very Good,G,VS2,58.2,60.0,5.84,5.78,3.38,4,4,3,2705.6010287561867
2598,0.51,Ideal,E,VS2,62.0,54.0,5.16,5.13,3.19,4,2,1,1507.381143351371
2599,0.4,Good,E,SI1,63.5,58.0,4.65,4.67,2.96,3,2,4,637.320154578787
2600,0.9,Premium,I,SI1,60.9,56.0,6.26,6.21,3.8,3,6,2,2856.748801839025
2601,0.78,Good,E,SI2,63.7,54.0,5.82,5.77,3.69,2,2,4,2251.2598875912718
2602,1.12,Premium,F,SI2,60.5,59.0,6.73,6.79,4.09,2,3,2,5201.01184816009
2603,0.4,Premium,E,SI1,60.8,62.0,4.76,4.72,2.88,3,2,2,915.1371953416237
2604,0.51,Very Good,J,SI1,62.6,59.0,5.06,5.1,3.18,3,7,3,879.9757592803053
2605,1.01,Fair,E,SI2,67.6,57.0,6.21,6.11,4.18,2,2,5,3572.21082536398
2606,0.52,Ideal,E,VS2,61.7,55.0,5.16,5.21,3.2,4,2,1,1516.2957015240845
2607,0.41,Ideal,E,VS2,61.8,56.0,4.78,4.74,2.94,4,2,1,1154.108042017273
2608,1.05,Premium,G,SI2,60.1,60.0,6.58,6.66,3.98,2,4,2,4642.480854438252
2609,2.02,Very Good,G,SI2,62.8,55.0,8.06,8.11,5.08,2,4,3,13666.359418554595
2610,0.9,Very Good,I,SI2,60.9,63.0,6.21,6.13,3.76,2,6,3,2504.397660992682
2611,0.64,Premium,D,VS2,60.9,59.0,5.6,5.63,3.42,4,1,2,2382.5471994981144
2612,1.22,Premium,I,SI1,62.1,58.0,6.89,6.8,4.25,3,6,2,5613.334907980653
2613,1.32,Very Good,H,SI1,62.4,58.0,7.02,7.09,4.4,3,5,3,7431.771988557042
2614,2.2,Premium,I,SI2,63.0,59.0,8.22,8.19,5.17,2,6,2,13796.485561373727
2615,1.0,Ideal,G,VS2,62.6,57.0,6.47,6.4,4.03,4,4,1,6063.074099300269
2616,0.54,Premium,H,VS1,61.9,56.0,5.29,5.24,3.26,5,5,2,1092.1118471119626
2617,2.25,Ideal,I,SI2,62.4,57.0,8.39,8.32,5.21,2,6,1,14187.51202048041
2618,1.13,Very Good,H,SI2,62.5,62.0,6.59,6.66,4.14,2,5,3,4930.179309654404
2619,0.62,Premium,F,SI2,61.7,60.0,5.48,5.45,3.37,2,3,2,1467.8347157424514
2620,0.9,Fair,D,SI2,64.7,59.0,6.09,5.99,3.91,2,1,5,3056.3164488967996
2621,0.38,Ideal,D,VS2,61.8,56.0,4.65,4.67,2.88,4,1,1,1019.4337270005835
2622,0.4,Very Good,D,SI1,63.1,57.0,4.73,4.69,2.97,3,1,3,562.0682511953019
2623,0.61,Premium,D,VS1,62.4,57.0,5.46,5.44,3.4,5,1,2,2396.9104767416775
2624,1.5,Good,J,VS1,64.1,55.0,7.23,7.13,4.6,5,7,4,8102.9491367160535
2625,1.25,Ideal,G,SI1,62.5,54.0,6.88,6.85,4.29,3,4,1,7237.617072644816
2626,1.01,Fair,E,SI2,60.0,60.0,6.48,6.38,3.86,2,2,5,4086.0773451597724
2627,0.83,Premium,G,SI2,61.6,57.0,6.06,6.02,3.72,2,4,2,2575.188624264998
2628,1.53,Ideal,H,SI1,62.3,57.0,7.41,7.36,4.6,3,5,1,9766.175349400546
2629,0.71,Ideal,E,VS1,62.4,56.0,5.75,5.7,3.57,5,2,1,3597.9173453898275
2630,0.38,Good,H,SI1,63.3,57.0,4.58,4.62,2.91,3,5,4,396.52361332360124
2631,0.74,Ideal,F,SI1,61.2,56.0,5.83,5.87,3.58,3,3,1,2780.779385105756
2632,0.84,Good,G,VS2,63.6,59.0,5.89,5.94,3.76,4,4,4,4373.137119561792
2633,0.75,Ideal,E,SI1,61.4,57.0,5.82,5.87,3.59,3,2,1,3065.549985995276
2634,0.42,Premium,H,VS1,61.7,59.0,4.76,4.83,2.96,5,5,2,1101.8911645914595
2635,0.94,Premium,E,SI2,62.4,58.0,6.26,6.33,3.93,2,2,2,3838.7730166345536
2636,0.72,Very Good,F,VVS2,59.2,63.0,5.77,5.86,3.44,6,3,3,4306.61698717366
2637,0.3,Premium,E,VS2,62.4,59.0,4.3,4.26,2.67,4,2,2,770.4101309381331
2638,0.41,Very Good,E,SI2,63.3,56.0,4.73,4.69,2.98,2,2,3,512.2502214448232
2639,0.43,Ideal,D,VS2,61.3,55.0,4.84,4.88,2.98,4,1,1,1289.3408901782714
2640,2.24,Premium,I,SI2,61.9,58.0,8.29,8.36,5.15,2,6,2,14847.21483535106
2641,0.84,Very Good,G,VS2,61.8,57.0,6.04,6.07,3.74,4,4,3,4279.725490859503
2642,1.12,Very Good,E,SI2,60.9,63.0,6.59,6.65,4.03,2,2,3,5761.0935761305345
2643,0.34,Premium,I,VS1,61.0,60.0,4.51,4.48,2.74,5,6,2,541.5005854625833
2644,0.3,Premium,G,VS1,62.5,55.0,4.32,4.25,2.68,5,4,2,142.8424180176762
2645,0.7,Ideal,G,VS1,61.4,57.0,5.7,5.73,3.51,5,4,1,3589.1816558984974
2646,1.0,Premium,F,SI1,59.7,60.0,6.48,6.51,3.88,3,3,2,4999.797026354712
2647,0.43,Ideal,D,VS2,61.8,56.0,4.81,4.83,2.98,4,1,1,1397.5428681493377
2648,1.01,Ideal,H,SI1,62.4,53.0,6.42,6.47,4.02,3,5,1,4783.052812156525
2649,0.71,Good,D,SI2,56.6,63.0,5.9,5.76,3.3,2,1,4,1715.2890680923265
2650,1.12,Ideal,E,SI2,62.0,57.0,6.61,6.63,4.11,2,2,1,5631.954109397175
2651,0.72,Ideal,H,VS2,62.8,57.0,5.74,5.7,3.59,4,5,1,2859.8259317862453
2652,0.71,Premium,E,SI1,61.8,59.0,5.75,5.7,3.54,3,2,2,2517.5365336206323
2653,0.52,Ideal,D,VS2,61.9,55.0,5.19,5.21,3.22,4,1,1,1602.5559045086557
2654,0.3,Premium,D,VS1,60.2,59.0,4.39,4.42,2.65,5,1,2,451.92312912410125
2655,0.35,Premium,E,VS2,61.6,58.0,4.57,4.52,2.8,4,2,2,718.4832899951034
2656,0.32,Ideal,I,VS2,61.5,56.0,4.4,4.41,2.71,4,6,1,747.9767908569502
2657,1.01,Very Good,I,SI1,64.2,55.0,6.28,6.34,4.05,3,6,3,4357.383024360852
2658,0.58,Ideal,E,VS2,61.9,57.0,5.37,5.33,3.31,4,2,1,2142.611846625663
2659,0.9,Good,J,SI1,64.3,63.0,6.05,6.01,3.88,3,7,4,2542.3363433453433
2660,0.27,Very Good,F,VVS1,62.0,58.0,4.18,4.21,2.6,7,3,3,299.68276213063655
2661,0.41,Ideal,D,VS1,61.8,57.0,4.8,4.75,2.95,5,1,1,1140.1616035267944
2662,1.01,Very Good,H,VS2,63.5,61.0,6.32,6.24,3.99,4,5,3,5163.078429676384
2663,1.01,Fair,G,SI2,68.5,63.0,6.08,6.0,4.14,2,4,5,3960.2963658794188
2664,0.38,Ideal,I,SI1,61.5,56.0,4.67,4.7,2.88,3,6,1,667.7043224294684
2665,1.09,Premium,G,VS2,59.9,56.0,6.73,6.59,3.99,4,4,2,6756.64809091433
2666,1.01,Ideal,F,SI2,62.9,57.0,6.35,6.41,4.01,2,3,1,4686.22513133031
2667,0.41,Premium,G,VS1,60.7,58.0,4.83,4.79,2.92,5,4,2,863.7595744691271
2668,1.5,Very Good,I,SI1,60.2,63.0,7.38,7.33,4.43,3,6,3,8248.935296852991
2669,1.23,Ideal,G,VS2,61.5,54.0,6.92,6.89,4.25,4,4,1,8586.370126206759
2670,0.51,Very Good,F,VS2,62.0,58.0,5.08,5.11,3.16,4,3,3,1288.3663480363484
2671,0.73,Ideal,I,VS1,62.1,54.0,5.77,5.8,3.59,5,6,1,2461.592919299581
2672,0.43,Very Good,E,SI1,63.1,56.0,4.83,4.8,3.04,3,2,3,687.3611704790801
2673,1.58,Ideal,G,VS1,61.3,57.0,7.48,7.54,4.6,5,4,1,13628.00891954413
2674,0.53,Ideal,E,VS2,62.7,54.0,5.18,5.15,3.24,4,2,1,1757.4226934771013
2675,0.65,Very Good,F,VS2,64.0,55.3,5.5,5.57,3.54,4,3,3,1841.6858939939448
2676,0.35,Premium,H,VS1,62.6,59.0,4.5,4.45,2.8,5,5,2,579.3143793411582
2677,2.1,Premium,J,VS2,61.3,59.0,8.27,8.21,5.05,4,7,2,13319.684777967619
2678,1.04,Ideal,H,VS1,62.7,55.0,6.43,6.49,4.05,5,5,1,5953.4000821659465
